# time, x_measured, y_measured, x_predicted, y_predicted, x_kalman, y_kalman
9.242787258248009508e+00,4.966459238782417174e+02,1.198095286044200293e+03,4.883020773610825245e+02,1.241211462118684040e+03,4.896867250688532067e+02,1.234056403088463867e+03
9.276154721274174619e+00,4.833752448016974768e+02,1.201797228592177362e+03,4.752015800484437023e+02,1.230062310298299280e+03,4.765579863703256365e+02,1.225371766133341680e+03
9.309522184300341507e+00,4.762407847747817868e+02,1.202359242696385081e+03,4.617732156591895887e+02,1.219991949511793564e+03,4.641740851348873207e+02,1.217065830602057986e+03
9.342889647326506619e+00,4.680622947807396486e+02,1.204039386795418068e+03,4.491921097161242074e+02,1.210444613218587619e+03,4.523235861210741859e+02,1.209381676350515818e+03
9.376257110352673507e+00,4.625578496345528379e+02,1.207289108568494839e+03,4.372220183828974882e+02,1.201679790656394289e+03,4.414264582171016400e+02,1.202610647806416182e+03
9.409624573378838619e+00,4.545262980237011448e+02,1.209030398734302707e+03,4.263176578866170416e+02,1.194008595264603855e+03,4.309988356653623782e+02,1.196501439026561457e+03
9.442992036405005507e+00,4.435305704257416437e+02,1.209424076063485472e+03,4.159442889071956984e+02,1.187147877780680346e+03,4.205221872892346937e+02,1.190844576518720714e+03
9.476359499431172395e+00,4.360201580792010532e+02,1.209341116338226357e+03,4.055315588922759957e+02,1.180861377959800620e+03,4.105910921532162661e+02,1.185587544049134067e+03
9.509726962457337507e+00,4.240923699477278319e+02,1.206247352969426629e+03,3.957278573761734606e+02,1.175085358066524577e+03,4.004349019309784126e+02,1.180256640247190944e+03
9.543094425483504395e+00,4.157826908780739359e+02,1.200308251894430214e+03,3.856871733023081674e+02,1.169296165398003268e+03,3.906814753116233305e+02,1.174442570523359109e+03
9.576461888509669507e+00,4.058537914602699175e+02,1.192085696661472866e+03,3.760952356730126098e+02,1.163042755781635151e+03,3.810336194236421647e+02,1.167862384406653973e+03
9.609829351535836395e+00,3.994036034557111634e+02,1.184021355174427526e+03,3.666242120709977144e+02,1.156014083484180219e+03,3.720638985573785931e+02,1.160661844497976290e+03
9.643196814562001506e+00,3.943211172064137031e+02,1.168067175981199398e+03,3.578981041231347149e+02,1.148368931559441080e+03,3.639424436820203255e+02,1.151637823062920006e+03
9.676564277588168395e+00,3.946646971375690782e+02,1.154884096622446805e+03,3.500986862644692224e+02,1.138791549055262522e+03,3.574943430127636361e+02,1.141462081052200347e+03
9.709931740614333506e+00,5.894566000733810824e+02,7.168913936016997468e+02,3.441227649359351517e+02,1.128020400517234293e+03,3.848355143581185303e+02,1.059794213006792234e+03
9.743299203640500394e+00,4.249378032880867408e+02,1.106869366614459523e+03,3.750557735477398751e+02,1.039194349170821624e+03,3.833336149484365478e+02,1.050424907833006500e+03
9.776666666666667282e+00,1.897681936541233654e+02,4.815447345511784079e+02,3.743055934127796718e+02,1.029753893439137300e+03,3.436819131885924890e+02,9.387794784982550027e+02
9.810034129692832394e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.318325713967734032e+02,9.086067273391568051e+02,2.767654979052706494e+02,7.578249242791041524e+02
9.843401592718999282e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.597024988711187916e+02,7.122309840608052127e+02,2.166052931595564530e+02,5.940374150052762161e+02
9.876769055745164394e+00,6.204838867187556843e+02,1.198718505859504148e+03,1.952121748824231986e+02,5.354242010229432935e+02,2.657853211864096465e+02,6.454968080526977019e+02
9.910136518771331282e+00,3.997996471455846859e+02,1.035109525526309199e+03,2.504247914094622161e+02,5.945440213751036254e+02,2.752133048577099430e+02,6.676551475460207712e+02
9.943503981797496394e+00,-2.631986839644878273e+01,1.045728351559607290e+03,2.619301555403979478e+02,6.213880444861806609e+02,2.140955346491427917e+02,6.918066256904733109e+02
